,Rating,Reviews
161,5,works good for 3G and above. Simple to use. No frills.
162,5,"Simple. Sleek. Minimalist. Accepts any Sim. The perfect back-up phone. Nice matte finish. Pretty emerald green notification light. A few cool alarms/ringtones.What could be improved:- Very limited space for messages. Will stop accepting txts after about 30. Even adding an SD card didn't help, so it wasn't programmed to utilize it for messages.- Camera worse than security footage. Why even bother?- Menu structure not intuitive."
163,2,Sounds like you are under water. It shuts off while you are on call.
164,1,"I was contacting Jethro customer service, because a couple of keys were sticking. As I was speaking the rep noticed I was breaking up to much, so he told me the phone was a 2G..and most likely did not work well in my area. So he was kind enough to send be a 3.5G phone model SC-628..This one seems to be working fine...so far but I must say it was the best customer service response to solve the issue...."
165,5,"[New Edition] Jethro [SC213V2] Flip Quad-band Unlocked GSM Senior & Kids Cell Phone, SOS Emergency Button, 2.4"" Large LCD with Large Keypad.A a nice phone, easy to operate and cost friendly. Its also light and so easily portable. You can use your micro sim and save your music and photos."
166,5,"everything was great. had a hard time getting the old SIM card to work with it, but Verizon hooked me up"
167,3,"good phone for my 82 year old dad who wanted a camera, but probably wouldn't be able to deal with an iphone. Needs a memory card for the camera to work though. It's nice you can set speed dials."
168,1,"Bought this phone because it was supposedly able to work with Straighttalk or Tracfone. We put a Tracfone SIM card on board, bought a 30 buck Straighttalk minutes card, then discovered it is not compatible with Straighttalk and ther local Wally World wants at least 60 bucks for a SIM card kit that will work--supposedly. My daughter worked with it for about an hour and called every available number. No good. She is expert with today's high tech. The cheaper Tracfone card is available, and I'll ask my daughter to take another try when she has time, but she has her own job and family to take care of. As another point, the only way the manual is of any use at all is to download it as a PDF and print the regular pages. Otherwise, it's +3 readers and a 3 strength magnifying glass. No, I wouldn't recommend this to anyone, but most particularly not for other elderly people (I'm ready to turn 78)."
169,5,"Met expectations, easy to use, gave as gift veto elderly relative. She loves it."
170,5,I bought this phone for my 91 year old aunt. It seems very easy for to use. Would certainly recommend it. Purchased another brand senior phone same price that didn't last 2 weeks due to quality of phone screen
171,5,I received my product.
172,5,Good phone for elderly people.
173,5,Bought for my mom! She loves it!
174,1,I searched for unlocked flip phones 3D because my old T-Mobil no longer works in my house.This looks good BUT the only 3D capability is in its second minisim.I NEED SIMPLICITY - I have a husband that can barely ANSWER a flip phone let alone use this and I have NO desire to buy a mini sim.I believe this was badly described. The manual is in bad English and seems to be for a different phone.
175,3,"Not as sensitive as our track phone, but the Jethro is easier to read ."
176,1,I am very unhappy with the purchase. First of all I paid to have it shipped to me and then once I received it I found out from Staight talk that after 1/1/2017 that it would no longer work with ATT which is the only cell phone carrier that is my area. I was able to send it back but I have to pay the postage. I am not happy. Ken
177,5,"I am a computer programmer, but I have to admit that I never made the transition to smartphone, mainly because I sit in from of a computer everyday anyway. If I need access to all those smartphone apps, I just use my laptop! Besides, the screens are tiny and I am farsighted, so that means if I use a smartphone, I am going to have to carry even more items: reading glasses.But I am an adventurous type, biking, motorcycling, hang gliding, scuba, etc. and could find myself in need of assistance during one of these risky adventures. And I do live alone and might need to get help in a car breakdown or a home injury situation. So I bought one of those pre-paid cells and thought, there you go that's problem is solved. No it wasn't. I kept pocket dialing. I couldn't see the screen either. But worse thing was the battery would go dead on me every few days. Since I never used the cell phone except for emergencies, I would always always forget to charge it. So a prepaid didn't work as my emergency phone.Jethro solved the problem. It is a big screen clamshell that is about as inexpensive as a pre-paid, but soooo much more useful. Because it is a clamshell, I get no more pocket dialing. Because it is a big screen, I don't have to carry reading glasses around. I am actually using it a little for taking TODO notes and using the calculator, as well as its great FM radio and flashlight. And its battery lasts more than a week in standby mode! Honestly, I haven't used it yet for a real emergency phone call yet (but I placed several test calls - works great) , but Jethro took my pre-paid T-Mobile SIM with no problems and I was up and running in a few minutes.So if you need a cellphone you can throw in your backpack or glove box in case of emergency, this is it. Plus it is inexpensive, so if you break or lose it, then ""No Biggie""."
